tbl;Year;quarter;citymarketid;cityname;airportid;apt;TotalMkts;TotalFaredPax;TotalPerLFMkts;TotalAvgHubFare;TotalPerPrem;SHMkts;SHPax;SHPerLFMkts;SHAvgHubFare;SHPerPrem;LHMkts;LHPax;LHPerLFMkts;LHAvgHubFare;LHPerPrem;tbl7pk
Table 7;2003;3;33198;Kansas City, MO;13198;MCI;109;1,924,460;0.7870;142.99;-0.1669;46;831,040;0.6852;134.35;-0.1515;63;1,093,420;0.8644;149.56;-0.1771;2003313198MCI
Table 7;1997;1;30329;Naples, FL;10329;APF;16;14,670;0.0000;153.18;-0.1230;1;1,920;0.0000;98.70;0.3789;15;12,750;0.0000;161.39;-0.1515;1997110329APF
Table 7;2002;2;33256;Mission/McAllen/Edinburg, TX;13256;MFE;34;76,600;0.0000;185.40;-0.0051;7;34,170;0.0000;128.32;-0.2102;27;42,430;0.0000;231.36;0.1255;2002213256MFE
Table 7;1997;2;30849;Bozeman, MT;10849;BZN;20;26,880;0.0000;209.84;0.0553;2;6,150;0.0000;180.21;0.0121;18;20,730;0.0000;218.63;0.0665;1997210849BZN
Table 7;1996;1;32575;Los Angeles, CA (Metropolitan Area);14908;SNA;168;1,137,100;0.2375;195.41;0.0627;32;472,910;0.5573;92.83;-0.2250;136;664,190;0.0098;268.44;0.1695;1996114908SNA
Table 7;2006;3;31057;Charlotte, NC;11057;CLT;105;1,794,220;0.3283;203.13;0.1404;63;1,246,270;0.3645;185.43;0.1666;42;547,950;0.2460;243.39;0.0975;2006311057CLT
Table 7;2007;2;30977;Chicago, IL;13930;ORD;170;7,080,660;0.0533;178.90;0.1223;78;2,517,700;0.0000;161.98;0.1462;92;4,562,960;0.0828;188.23;0.1113;2007213930ORD
Table 7;2004;2;30785;Burlington, VT;10785;BTV;42;190,840;0.5775;176.52;0.0283;13;75,050;0.3821;141.10;0.1363;29;115,790;0.7041;199.48;-0.0147;2004210785BTV
Table 7;2001;4;32448;Jackson/Vicksburg, MS;12448;JAN;56;193,820;0.6704;156.05;-0.0903;22;107,430;0.6210;141.54;-0.1293;34;86,390;0.7319;174.09;-0.0471;2001412448JAN
Table 7;2001;2;33316;Omaha, NE;13871;OMA;74;722,930;0.6615;164.43;-0.0938;19;215,280;0.6041;163.48;0.0451;55;507,650;0.6859;164.83;-0.1418;2001213871OMA
Table 7;2000;1;33105;Cincinnati, OH;11193;CVG;74;809,100;0.0000;262.55;0.5617;37;416,650;0.0000;248.77;0.7567;37;392,450;0.0000;277.17;0.4122;2000111193CVG
Table 7;2001;1;30329;Naples, FL;10329;APF;9;6,950;0.0000;213.38;0.0291;;;;;;9;6,950;0.0000;213.38;0.0291;2001110329APF
Table 7;1999;3;34252;Pasco/Kennewick/Richland, WA;14252;PSC;15;37,170;0.0000;186.33;-0.0598;6;23,490;0.0000;132.95;-0.2683;9;13,680;0.0000;277.97;0.2275;1999314252PSC
Table 7;1998;2;31977;Green Bay, WI;11977;GRB;36;80,570;0.0000;210.72;0.1389;8;25,360;0.0000;219.42;0.6246;28;55,210;0.0000;206.72;-0.0060;1998211977GRB
Table 7;2001;3;30562;Mobile, AL;13422;MOB;38;76,540;0.0000;206.11;0.2083;11;31,090;0.0000;193.28;0.2751;27;45,450;0.0000;214.89;0.1706;2001313422MOB
Table 7;1999;1;33198;Kansas City, MO;13198;MCI;110;1,671,290;0.5478;158.53;-0.1333;46;803,810;0.4821;136.26;-0.1566;64;867,480;0.6085;179.17;-0.1160;1999113198MCI
Table 7;2007;3;32951;Lafayette, LA;12951;LFT;22;34,070;0.0000;241.89;0.1061;4;11,580;0.0000;196.73;0.0724;18;22,490;0.0000;265.14;0.1196;2007312951LFT
Table 7;2006;4;34689;Santa Barbara, CA;14689;SBA;32;122,740;0.0000;225.58;0.2945;10;47,880;0.0000;178.05;0.7487;22;74,860;0.0000;255.99;0.1605;2006414689SBA
Table 7;1997;3;31252;Daytona Beach, FL;11252;DAB;35;112,690;0.0000;127.90;-0.2933;7;25,760;0.0000;126.03;-0.2545;28;86,930;0.0000;128.46;-0.3038;1997311252DAB
Table 7;1997;4;32337;Indianapolis, IN;12339;IND;100;1,381,400;0.3319;157.94;-0.1050;56;601,650;0.2891;168.43;0.1659;44;779,750;0.3650;149.86;-0.2551;1997412339IND
Table 7;2007;3;31252;Daytona Beach, FL;11252;DAB;25;73,220;0.6497;158.14;-0.2087;4;20,080;0.8875;158.97;-0.1350;21;53,140;0.5598;157.83;-0.2335;2007311252DAB
Table 7;2002;2;30423;Austin, TX;16440;AUS;101;1,263,800;0.7005;173.24;0.0437;27;381,770;0.7976;114.20;-0.1314;74;882,030;0.6585;198.80;0.0988;2002216440AUS
Table 7;2006;4;30685;Bloomington/Normal, IL;10685;BMI;32;79,020;0.8915;153.96;-0.2018;8;33,930;0.9016;139.06;-0.1773;24;45,090;0.8840;165.17;-0.2165;2006410685BMI
Table 7;1998;2;34262;Palm Springs, CA;14262;PSP;33;145,750;0.0000;198.61;-0.0344;6;38,650;0.0000;103.71;-0.3127;27;107,100;0.0000;232.85;0.0328;1998214262PSP
Table 7;2002;4;34783;Springfield, MO;14783;SGF;37;78,200;0.0000;204.83;0.0682;6;19,870;0.0000;209.66;0.2896;31;58,330;0.0000;203.19;0.0074;2002414783SGF
Table 7;2003;1;30140;Albuquerque, NM;10140;ABQ;74;803,860;0.8190;151.21;-0.1044;23;416,340;0.9512;121.16;-0.1935;51;387,520;0.6769;183.50;-0.0282;2003110140ABQ
Table 7;2004;3;31453;Houston, TX;12191;HOU;126;1,304,230;0.9701;135.54;0.0068;30;782,320;0.9763;109.19;-0.0320;96;521,910;0.9609;175.04;0.0460;2004312191HOU
Table 7;1998;1;34027;West Palm Beach/Palm Beach, FL;14027;PBI;87;1,381,320;0.0617;164.88;-0.1076;13;131,180;0.5143;140.08;-0.0928;74;1,250,140;0.0143;167.48;-0.1089;1998114027PBI
Table 7;2005;2;30135;Allentown/Bethlehem/Easton, PA;10135;ABE;35;106,920;0.0000;211.46;0.1258;12;47,480;0.0000;227.72;0.3936;23;59,440;0.0000;198.47;-0.0427;2005210135ABE
Table 7;1998;2;31884;Spokane, WA;11884;GEG;55;439,360;0.7953;133.98;-0.2376;10;219,880;0.9091;82.22;-0.3995;45;219,480;0.6813;185.83;-0.1342;1998211884GEG
Table 7;2006;1;34457;Rapid City, SD;14457;RAP;11;26,950;0.0000;211.66;0.0732;2;9,340;0.0000;241.87;0.3819;9;17,610;0.0000;195.64;-0.0639;2006114457RAP
Table 7;1999;4;31982;Killeen, TX;12319;ILE;9;8,440;0.0000;193.94;0.0520;1;2,190;0.0000;91.38;-0.3199;8;6,250;0.0000;229.87;0.1387;1999412319ILE
Table 7;1999;2;30721;Boston, MA (Metropolitan Area);14307;PVD;152;1,148,670;0.6490;161.54;-0.1912;43;319,320;0.5818;147.04;0.1727;109;829,350;0.6749;167.12;-0.2682;1999214307PVD
Table 7;2000;3;31612;Evansville, IN;11612;EVV;34;59,040;0.0000;214.54;0.1201;13;30,890;0.0000;229.23;0.3592;21;28,150;0.0000;198.43;-0.0841;2000311612EVV
Table 7;1999;3;30436;Tucson, AZ;15376;TUS;69;509,250;0.5401;170.58;-0.0815;14;190,940;0.8369;97.26;-0.3386;55;318,310;0.3621;214.55;0.0270;1999315376TUS
Table 7;2002;1;31453;Houston, TX;12191;HOU;130;1,182,390;0.9592;130.94;-0.0552;33;746,200;0.9671;103.50;-0.0858;97;436,190;0.9457;177.87;-0.0227;2002112191HOU
Table 7;2006;1;30747;Brownsville, TX;10747;BRO;8;12,160;0.0000;185.80;-0.0627;1;5,380;0.0000;104.26;-0.3834;7;6,780;0.0000;250.50;0.1317;2006110747BRO
Table 7;2004;3;30781;Baton Rouge, LA;10781;BTR;32;85,730;0.0000;183.67;0.0566;6;35,450;0.0000;166.16;0.1208;26;50,280;0.0000;196.01;0.0216;2004310781BTR
Table 7;2003;3;30423;Austin, TX;16440;AUS;92;1,165,730;0.7382;172.95;0.0621;22;322,770;0.8706;112.91;-0.1687;70;842,960;0.6875;195.94;0.1315;2003316440AUS
Table 7;1996;1;32896;Lubbock, TX;12896;LBB;31;158,360;0.8836;94.80;-0.3590;15;128,830;0.9090;83.33;-0.4032;16;29,530;0.7728;144.83;-0.2128;1996112896LBB
Table 7;2007;3;34262;Palm Springs, CA;14262;PSP;27;103,370;0.0000;201.93;-0.0579;5;35,000;0.0000;122.07;-0.2735;22;68,370;0.0000;242.81;0.0200;2007314262PSP
Table 7;2002;2;34252;Pasco/Kennewick/Richland, WA;14252;PSC;19;43,510;0.0000;186.48;0.0065;7;23,980;0.0000;149.48;-0.1036;12;19,530;0.0000;231.90;0.1150;2002214252PSC
Table 7;1998;4;32448;Jackson/Vicksburg, MS;12448;JAN;57;214,090;0.5344;170.84;-0.0592;24;126,470;0.4872;152.39;-0.1138;33;87,620;0.6027;197.47;0.0101;1998412448JAN
Table 7;2005;1;32448;Jackson/Vicksburg, MS;12448;JAN;52;186,880;0.6057;173.74;-0.0226;20;107,170;0.5484;155.13;-0.0426;32;79,710;0.6827;198.77;-0.0006;2005112448JAN
Table 7;2004;3;33195;Tampa, FL (Metropolitan Area);15304;TPA;126;2,998,880;0.8005;127.69;-0.1942;33;563,530;0.8220;123.49;-0.1703;93;2,435,350;0.7955;128.67;-0.1993;2004315304TPA
Table 7;1998;1;30257;Albany, NY;10257;ALB;58;310,790;0.1280;224.12;0.1469;26;113,900;0.0000;242.40;0.5090;32;196,890;0.2020;213.55;-0.0091;1998110257ALB
Table 7;2003;4;33158;Midland/Odessa, TX;13158;MAF;31;140,150;0.9267;121.49;-0.2119;13;114,730;0.9425;108.63;-0.2659;18;25,420;0.8556;179.54;-0.0140;2003413158MAF
Table 7;2005;1;32457;San Francisco, CA (Metropolitan Area);14831;SJC;141;1,735,330;0.8620;148.57;-0.0564;19;1,050,840;0.9935;103.35;-0.1784;122;684,490;0.6600;218.00;0.0579;2005114831SJC
Table 7;2003;1;30436;Tucson, AZ;15376;TUS;72;629,350;0.6579;154.40;-0.1315;12;231,930;0.9518;94.36;-0.3450;60;397,420;0.4863;189.45;-0.0405;2003115376TUS
Table 7;1996;1;33486;Missoula, MT;13486;MSO;13;18,960;0.0000;164.36;-0.0573;5;11,990;0.0000;170.58;0.0669;8;6,970;0.0000;153.67;-0.2288;1996113486MSO
Table 7;1996;1;31648;Kalispell, MT;11648;FCA;10;11,910;0.0000;158.86;-0.0613;2;5,260;0.0000;154.37;-0.0046;8;6,650;0.0000;162.41;-0.0998;1996111648FCA
Table 7;2000;4;32448;Jackson/Vicksburg, MS;12448;JAN;59;241,020;0.6143;172.76;-0.1033;27;142,960;0.5900;153.95;-0.1735;32;98,060;0.6497;200.18;-0.0090;2000412448JAN
Table 7;2005;1;30849;Bozeman, MT;10849;BZN;36;77,130;0.0000;208.88;0.0251;4;14,560;0.0000;160.72;-0.0666;32;62,570;0.0000;220.09;0.0425;2005110849BZN
Table 7;2007;2;30408;Appleton, WI;10408;ATW;36;73,890;0.0000;226.06;0.0387;8;17,080;0.0000;223.46;0.1187;28;56,810;0.0000;226.84;0.0171;2007210408ATW
Table 7;1999;1;30928;Wichita, KS;12278;ICT;45;155,750;0.0000;226.20;0.1821;14;61,710;0.0000;219.48;0.3382;31;94,040;0.0000;230.61;0.1018;1999112278ICT
Table 7;2003;4;31834;Fayetteville, AR;15919;XNA;50;140,470;0.0000;246.62;0.4256;17;59,620;0.0000;229.81;0.5762;33;80,850;0.0000;259.01;0.3417;2003415919XNA
Table 7;1996;2;31454;Orlando, FL;13204;MCO;139;3,497,260;0.4208;139.86;-0.1930;32;550,300;0.4350;116.95;-0.1823;107;2,946,960;0.4181;144.14;-0.1946;1996213204MCO
Table 7;2005;1;34576;Rochester, NY;14576;ROC;63;506,000;0.6448;145.75;-0.0207;32;242,770;0.4096;135.98;0.2212;31;263,230;0.8616;154.77;-0.1562;2005114576ROC
Table 7;1996;4;31624;Key West, FL;11624;EYW;21;42,200;0.0000;157.23;-0.0645;4;10,340;0.0000;117.25;-0.2201;17;31,860;0.0000;170.20;-0.0208;1996411624EYW
Table 7;2004;4;31135;Myrtle Beach, SC;13577;MYR;44;203,320;0.4052;127.86;-0.2409;25;144,610;0.5697;114.60;-0.2971;19;58,710;0.0000;160.50;-0.1167;2004413577MYR
Table 7;2004;3;34236;Paso Robles/San Luis Obispo, CA;14698;SBP;21;33,170;0.0000;184.57;-0.0742;5;15,540;0.0000;143.36;-0.1146;16;17,630;0.0000;220.90;-0.0494;2004314698SBP
Table 7;2000;1;33570;San Diego, CA;14679;SAN;118;2,544,360;0.7443;173.19;-0.1463;23;1,090,590;0.9565;92.68;-0.3324;95;1,453,770;0.5851;233.59;-0.0690;2000114679SAN
Table 7;2001;1;30647;Cleveland, OH (Metropolitan Area);11042;CLE;102;1,505,690;0.5687;194.69;0.0937;53;772,720;0.4781;185.91;0.2948;49;732,970;0.6641;203.95;-0.0484;2001111042CLE
Table 7;1998;4;30194;Dallas/Fort Worth, TX;11259;DAL;89;1,222,340;0.9961;90.70;-0.1778;39;1,174,900;0.9974;85.46;-0.1996;50;47,440;0.9633;220.52;0.1141;1998411259DAL
Table 7;2003;1;30977;Chicago, IL;13930;ORD;150;4,697,910;0.1932;175.61;0.1110;69;1,547,660;0.0000;157.75;0.1830;81;3,150,250;0.2881;184.38;0.0833;2003113930ORD
Table 7;2004;4;33570;San Diego, CA;14679;SAN;115;2,992,280;0.7711;164.00;-0.0134;16;1,080,150;0.9122;106.03;-0.1760;99;1,912,130;0.6913;196.74;0.0496;2004414679SAN
Table 7;2001;2;31703;New York City, NY (Metropolitan Area);12478;JFK;167;2,232,150;0.4228;234.84;0.0733;54;292,570;0.6809;108.79;0.0779;113;1,939,580;0.3839;253.86;0.0730;2001212478JFK
Table 7;1996;4;34108;Peoria, IL;14108;PIA;29;32,520;0.0000;219.04;0.1727;7;11,400;0.0000;210.47;0.3500;22;21,120;0.0000;223.67;0.0994;1996414108PIA
Table 7;2005;2;31057;Charlotte, NC;11057;CLT;102;1,484,970;0.1727;203.96;0.2763;66;1,061,760;0.1947;194.05;0.3298;36;423,210;0.1174;228.80;0.1755;2005211057CLT
Table 7;2004;3;31067;Champaign/Urbana, IL;11067;CMI;20;18,080;0.0000;177.59;-0.0965;3;4,300;0.0000;159.17;-0.0935;17;13,780;0.0000;183.34;-0.0973;2004311067CMI
Table 7;2004;1;31481;Panama City, FL;14078;PFN;18;26,160;0.0000;206.63;0.1238;3;6,070;0.0000;207.56;-0.0760;15;20,090;0.0000;206.34;0.2028;2004114078PFN
Table 7;2000;4;33158;Midland/Odessa, TX;13158;MAF;33;171,660;0.9262;110.98;-0.2811;13;141,720;0.9451;97.92;-0.3290;20;29,940;0.8367;172.78;-0.1108;2000413158MAF
Table 7;2006;4;33277;Montgomery, AL;13277;MGM;25;29,940;0.0000;243.00;0.1110;11;18,660;0.0000;235.30;0.1112;14;11,280;0.0000;255.72;0.1109;2006413277MGM
Table 7;2003;4;30135;Allentown/Bethlehem/Easton, PA;10135;ABE;35;105,030;0.0000;211.47;0.1617;15;48,430;0.0000;218.45;0.3772;20;56,600;0.0000;205.49;0.0170;2003410135ABE
Table 7;2004;3;35041;Sun Valley/Hailey/Ketchum, ID;15041;SUN;14;19,820;0.0000;198.44;0.0065;8;17,520;0.0000;174.67;-0.0991;6;2,300;0.0000;379.52;0.7084;2004315041SUN
Table 7;2001;1;30977;Chicago, IL;13232;MDW;147;2,286,310;0.8410;125.54;-0.2531;68;981,450;0.9059;98.92;-0.2435;79;1,304,860;0.7922;145.56;-0.2579;2001113232MDW
Table 7;1997;3;31982;Killeen, TX;12319;ILE;13;10,830;0.0000;196.26;-0.0391;;;;;;13;10,830;0.0000;196.26;-0.0391;1997312319ILE
Table 7;1996;1;33495;New Orleans, LA;13495;MSY;98;1,305,920;0.4407;145.10;-0.1469;37;641,960;0.5750;108.21;-0.2682;61;663,960;0.3108;180.77;-0.0564;1996113495MSY
Table 7;2003;2;30977;Chicago, IL;13232;MDW;153;2,808,080;0.7137;118.34;-0.2359;72;1,015,970;0.7129;106.11;-0.1782;81;1,792,110;0.7142;125.27;-0.2609;2003213232MDW
Table 7;2004;4;33044;Louisville, KY;14730;SDF;78;624,140;0.6187;156.32;-0.0737;48;406,970;0.5888;145.91;-0.0640;30;217,170;0.6747;175.82;-0.0885;2004414730SDF
Table 7;2002;2;30255;Huntsville, AL;12217;HSV;54;159,440;0.0000;232.33;0.2626;25;90,150;0.0000;215.25;0.2926;29;69,290;0.0000;254.55;0.2312;2002212217HSV
Table 7;1998;1;34696;South Bend, IN;14696;SBN;46;139,660;0.0000;178.48;-0.1081;21;53,780;0.0000;186.43;0.0256;25;85,880;0.0000;173.50;-0.1800;1998114696SBN
Table 7;1997;4;31721;Flint, MI;11721;FNT;28;59,500;0.0000;137.97;-0.2614;17;29,500;0.0000;127.92;-0.2741;11;30,000;0.0000;147.86;-0.2502;1997411721FNT
Table 7;1999;3;30852;Washington, DC (Metropolitan Area);10821;BWI;187;3,201,600;0.6915;154.00;-0.1681;89;1,475,700;0.6005;122.12;-0.0642;98;1,725,900;0.7693;181.26;-0.2181;1999310821BWI
Table 7;2006;2;30615;El Paso, TX;11540;ELP;76;692,430;0.8075;171.91;-0.1212;24;411,450;0.8872;139.40;-0.1993;52;280,980;0.6908;219.53;-0.0337;2006211540ELP
Table 7;2000;2;30994;Charleston, SC;10994;CHS;63;316,750;0.0000;220.69;0.1054;36;209,440;0.0000;204.40;0.0910;27;107,310;0.0000;252.48;0.1291;2000210994CHS
Table 7;2001;4;30431;Asheville, NC;10431;AVL;25;45,180;0.0000;183.78;0.0897;17;35,610;0.0000;175.83;0.0625;8;9,570;0.0000;213.38;0.1827;2001410431AVL
Table 7;2005;4;30721;Boston, MA (Metropolitan Area);13296;MHT;151;928,640;0.7791;151.59;-0.0903;43;322,730;0.7753;128.03;-0.0542;108;605,910;0.7811;164.14;-0.1045;2005413296MHT
Table 7;1997;4;30140;Albuquerque, NM;10140;ABQ;82;1,176,210;0.7945;130.47;-0.2240;25;640,380;0.9115;97.92;-0.3087;57;535,830;0.6547;169.37;-0.1521;1997410140ABQ
Table 7;2005;3;30198;Pittsburgh, PA;14122;PIT;99;1,517,960;0.6379;173.48;0.0698;53;725,510;0.4459;182.07;0.2804;46;792,450;0.8136;165.62;-0.0821;2005314122PIT
Table 7;1999;3;30424;Wausau/Mosinee/Stevens Point, WI;11203;CWA;21;18,010;0.0000;224.07;0.0143;2;3,120;0.0000;230.97;0.0554;19;14,890;0.0000;222.62;0.0058;1999311203CWA
Table 7;1996;3;30721;Boston, MA (Metropolitan Area);13296;MHT;140;191,910;0.0000;211.21;0.2049;37;69,990;0.0000;179.42;0.3696;103;121,920;0.0000;229.46;0.1432;1996313296MHT
Table 7;2006;3;30466;Phoenix, AZ;14107;PHX;145;4,748,670;0.8014;161.52;-0.0742;30;2,035,930;0.9154;111.62;-0.1303;115;2,712,740;0.7158;198.97;-0.0483;2006314107PHX
Table 7;2007;2;34262;Palm Springs, CA;14262;PSP;37;198,880;0.0349;207.97;0.0316;8;63,020;0.0000;134.42;-0.0940;29;135,860;0.0512;242.09;0.0698;2007214262PSP
Table 7;2000;1;33502;Montrose/Delta, CO;13502;MTJ;11;15,930;0.0000;218.99;-0.0159;1;4,470;0.0000;140.66;-0.2929;10;11,460;0.0000;249.54;0.0769;2000113502MTJ
Table 7;2002;4;31703;New York City, NY (Metropolitan Area);13784;NYC;8;350;0.0000;249.00;-0.0720;;;;;;8;350;0.0000;249.00;-0.0720;2002413784NYC
Table 7;2004;2;33277;Montgomery, AL;13277;MGM;23;39,970;0.0000;202.59;0.0210;12;29,920;0.0000;196.96;-0.0027;11;10,050;0.0000;219.37;0.0903;2004213277MGM
Table 7;1999;4;30329;Naples, FL;10329;APF;11;8,190;0.0000;170.19;-0.1304;;;;;;11;8,190;0.0000;170.19;-0.1304;1999410329APF
Table 7;2003;3;33105;Cincinnati, OH;11193;CVG;96;770,580;0.0000;246.62;0.6576;58;431,960;0.0000;243.73;0.8277;38;338,620;0.0000;250.32;0.4859;2003311193CVG
Table 7;1999;3;31871;Greenville/Spartanburg, SC;11996;GSP;57;236,910;0.0000;234.55;0.2690;31;152,820;0.0000;213.84;0.2419;26;84,090;0.0000;272.20;0.3099;1999311996GSP
Table 7;1997;3;30977;Chicago, IL;10986;CHI;24;2,690;0.0000;246.51;-0.0058;4;70;0.0000;197.51;0.7994;20;2,620;0.0000;247.82;-0.0151;1997310986CHI
Table 7;1999;2;34653;Tulsa, OK;15370;TUL;74;636,850;0.7540;155.68;-0.1306;27;353,860;0.7312;127.26;-0.1891;47;282,990;0.7824;191.22;-0.0749;1999215370TUL
Table 7;2003;1;31295;Detroit, MI;11433;DTW;121;2,515,500;0.6125;186.23;0.1127;63;1,084,230;0.4489;189.51;0.3507;58;1,431,270;0.7364;183.75;-0.0220;2003111433DTW
Table 7;2007;3;30561;Bakersfield, CA;10561;BFL;19;28,950;0.0000;240.81;-0.0316;4;7,300;0.0000;202.12;-0.0705;15;21,650;0.0000;253.86;-0.0206;2007310561BFL
Table 7;2005;4;31823;Fort Wayne, IN;11823;FWA;32;67,210;0.0000;231.23;0.1223;18;33,830;0.0000;232.64;0.1446;14;33,380;0.0000;229.81;0.1002;2005411823FWA
Table 7;2001;3;30792;Buffalo, NY;10792;BUF;75;951,790;0.6863;126.87;-0.1872;35;507,560;0.5275;119.81;-0.0541;40;444,230;0.8679;134.94;-0.2887;2001310792BUF
Table 7;2003;2;31986;Grand Rapids, MI;11986;GRR;65;344,240;0.0000;171.39;-0.0326;34;148,510;0.0000;175.30;0.0434;31;195,730;0.0000;168.42;-0.0853;2003211986GRR
Table 7;2003;1;34321;Portland, ME;14321;PWM;41;134,320;0.0000;208.97;0.0936;13;35,130;0.0000;214.31;0.6418;28;99,190;0.0000;207.08;-0.0256;2003114321PWM
Table 7;1997;3;30436;Tucson, AZ;15376;TUS;67;484,380;0.4870;156.97;-0.1272;14;166,820;0.7049;94.09;-0.3456;53;317,560;0.3725;190.00;-0.0443;1997315376TUS
Table 7;2004;1;31612;Evansville, IN;11612;EVV;27;40,030;0.0000;213.92;0.1294;8;13,690;0.0000;234.43;0.5730;19;26,340;0.0000;203.26;-0.0339;2004111612EVV
Table 7;1998;3;33667;Norfolk, VA (Metropolitan Area);13931;ORF;88;578,680;0.0000;192.22;0.0550;45;346,790;0.0000;166.81;0.0848;43;231,890;0.0000;230.23;0.0246;1998313931ORF
Table 7;2003;3;31123;St. Louis, MO;15016;STL;111;1,967,370;0.5673;167.37;0.0641;59;979,350;0.5130;145.98;-0.0043;52;988,020;0.6211;188.56;0.1233;2003315016STL
Table 7;2006;3;35041;Sun Valley/Hailey/Ketchum, ID;15041;SUN;12;18,900;0.0000;267.42;0.1526;9;16,690;0.0000;238.95;0.0444;3;2,210;0.0000;482.43;0.8830;2006315041SUN
Table 7;1999;1;30189;Colorado Springs, CO;11109;COS;67;357,680;0.0000;200.18;0.0252;15;118,600;0.0000;155.81;-0.1676;52;239,080;0.0000;222.19;0.1150;1999111109COS
Table 7;2000;1;35096;Syracuse, NY;15096;SYR;59;324,630;0.0000;215.67;0.1400;26;120,350;0.0000;232.42;0.5718;33;204,280;0.0000;205.80;-0.0361;2000115096SYR
Table 7;1998;2;33214;San Antonio, TX;14683;SAT;105;1,362,400;0.6690;150.01;-0.1537;26;494,060;0.7852;95.56;-0.3419;79;868,340;0.6029;180.98;-0.0741;1998214683SAT
Table 7;2000;1;32448;Jackson/Vicksburg, MS;12448;JAN;53;206,490;0.5866;172.53;-0.1528;24;125,280;0.5609;158.68;-0.1927;29;81,210;0.6262;193.90;-0.0963;2000112448JAN
Table 7;2006;4;31921;Grand Junction, CO;11921;GJT;17;30,430;0.0000;222.88;-0.0055;8;18,800;0.0000;190.42;-0.1293;9;11,630;0.0000;275.36;0.1825;2006411921GJT
Table 7;2001;3;33184;Saginaw/Bay City/Midland, MI;13184;MBS;27;43,890;0.0000;216.63;0.1767;12;16,330;0.0000;222.84;0.2182;15;27,560;0.0000;212.96;0.1523;2001313184MBS
Table 7;2001;4;31982;Killeen, TX;12319;ILE;9;7,890;0.0000;179.21;-0.0469;;;;;;9;7,890;0.0000;179.21;-0.0469;2001412319ILE
Table 7;2006;1;32337;Indianapolis, IN;12339;IND;95;1,405,270;0.8138;165.42;-0.1139;52;498,940;0.6502;174.14;-0.0245;43;906,330;0.9039;160.62;-0.1599;2006112339IND
Table 7;1997;3;31973;Gulfport/Biloxi, MS;11973;GPT;16;27,510;0.0000;126.12;-0.2842;9;21,490;0.0000;107.48;-0.3810;7;6,020;0.0000;192.68;0.0395;1997311973GPT
Table 7;1996;1;31977;Green Bay, WI;11977;GRB;29;62,380;0.0000;193.83;0.1447;7;16,970;0.0000;205.14;1.4512;22;45,410;0.0000;189.60;-0.0583;1996111977GRB
Table 7;2000;3;30693;Nashville, TN;10693;BNA;105;1,498,570;0.6880;162.24;-0.1058;61;929,120;0.6406;144.07;-0.1157;44;569,450;0.7654;191.90;-0.0934;2000310693BNA
Table 7;2001;1;31703;New York City, NY (Metropolitan Area);12391;ISP;147;453,190;0.9045;131.48;-0.2720;57;110,830;0.7760;110.58;0.0483;90;342,360;0.9461;138.24;-0.3253;2001112391ISP
Table 7;1996;3;30666;Bellingham, WA;10666;BLI;10;19,900;0.0000;117.73;-0.2262;3;6,390;0.0000;99.26;-0.3512;7;13,510;0.0000;126.47;-0.1666;1996310666BLI
Table 7;2000;2;30577;Binghamton, NY;10577;BGM;10;15,550;0.0000;254.14;0.1386;1;2,460;0.0000;283.15;0.2617;9;13,090;0.0000;248.69;0.1153;2000210577BGM
Table 7;1996;4;34986;Sarasota/Bradenton, FL;14986;SRQ;46;270,680;0.0000;134.89;-0.2190;3;15,330;0.0000;158.53;-0.0711;43;255,350;0.0000;133.47;-0.2278;1996414986SRQ
Table 7;1998;2;30135;Allentown/Bethlehem/Easton, PA;10135;ABE;41;153,270;0.2068;230.07;0.2393;17;62,290;0.0000;258.67;0.8333;24;90,980;0.3483;210.49;-0.0262;1998210135ABE
Table 7;1996;4;30647;Cleveland, OH (Metropolitan Area);11042;CLE;107;1,425,710;0.4186;176.38;0.1586;61;840,520;0.3179;160.13;0.2707;46;585,190;0.5632;199.74;0.0517;1996411042CLE
Table 7;1998;3;32323;Wilmington, NC;12323;ILM;28;58,800;0.0000;189.06;-0.0435;21;46,570;0.0000;170.94;-0.1059;7;12,230;0.0000;258.06;0.1607;1998312323ILM
Table 7;2005;1;31146;Charleston/Dunbar, WV;11146;CRW;34;73,810;0.0000;175.59;0.0259;20;50,430;0.0000;158.16;0.0243;14;23,380;0.0000;213.18;0.0285;2005111146CRW
Table 7;2000;2;31067;Champaign/Urbana, IL;11067;CMI;21;19,800;0.0000;205.16;-0.0001;4;7,110;0.0000;177.67;0.0809;17;12,690;0.0000;220.56;-0.0328;2000211067CMI
Table 7;2003;3;32575;Los Angeles, CA (Metropolitan Area);10800;BUR;148;976,540;0.8891;120.50;-0.0786;22;702,870;0.9563;93.26;-0.1575;126;273,670;0.7163;190.45;0.0444;2003310800BUR
Table 7;2007;2;33076;La Crosse, WI;13076;LSE;20;21,450;0.0000;231.11;-0.0201;3;4,550;0.0000;191.43;-0.1927;17;16,900;0.0000;241.80;0.0267;2007213076LSE
Table 7;2004;4;30397;Atlanta, GA (Metropolitan Area);10397;ATL;157;5,946,350;0.6934;153.91;0.0596;95;3,623,000;0.6982;139.97;0.0364;62;2,323,350;0.6860;175.64;0.0899;2004410397ATL
